20
4500	118	75	4500	4500	4500	4500	140	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500
118	4500	4500	4500	111	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500
75	4500	4500	71	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500
4500	4500	71	4500	4500	4500	4500	151	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500
4500	111	4500	4500	4500	70	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500
4500	4500	4500	4500	70	4500	75	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500
4500	4500	4500	4500	4500	75	4500	4500	4500	120	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500
140	4500	4500	151	4500	4500	4500	4500	80	4500	99	4500	4500	4500	4500	4500	4500	4500	4500	4500
4500	4500	4500	4500	4500	4500	4500	80	4500	146	4500	97	4500	4500	4500	4500	4500	4500	4500	4500
4500	4500	4500	4500	4500	4500	120	4500	146	4500	4500	138	4500	4500	4500	4500	4500	4500	4500	4500
4500	4500	4500	4500	4500	4500	4500	99	4500	4500	4500	4500	4500	211	4500	4500	4500	4500	4500	4500
4500	4500	4500	4500	4500	4500	4500	4500	97	138	4500	4500	4500	101	4500	4500	4500	4500	4500	4500
4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	90	4500	4500	4500	4500	4500	4500
4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	211	101	90	4500	85	4500	4500	4500	4500	4500
4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	85	4500	98	4500	142	4500	4500
4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	98	4500	86	4500	4500	4500
4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	86	4500	4500	4500	4500
4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	142	4500	4500	4500	92	4500
4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	92	4500	87
4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500	87	4500
